Product_ID,Product_Title,Marketing_Bullet_Points,Visual_Cues,Target_Label
P563,"CleanCo CleanCo Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED, NATURAL, NON-TOXIC, PLANT-BASED, ECO-FRIENDLY, ORGANIC | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P564,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P565,"GreenLeaf GreenLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NON-TOXIC, ORGANIC, BIODEGRADABLE, ECO-FRIENDLY, GREEN, NATURAL | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P566,"Formula 409 Formula 409 All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH ALL-PURPOSE CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P567,"NatureWorks NatureWorks Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY, BIODEGRADABLE, ECO-FRIENDLY, NATURAL, BIO-BASED, ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P568,"Airex Laboratories Airex Laboratories Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NATURAL, NON-TOXIC | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P569,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: NATURAL | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P570,"IndustrialPro IndustrialPro All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ORGANIC | SUSTAINABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P571,"BioShield BioShield Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIO-BASED, BIODEGRADABLE, PLANT-BASED, NON-TOXIC | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P572,"TurboScrub TurboScrub Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P573,"Advil Pty Ltd Advil Pty Ltd Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED, BIODEGRADABLE, EARTH-FRIENDLY, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Verified
P574,"PureLeaf PureLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NON-TOXIC, SUSTAINABLE, BIODEGRADABLE, EARTH-FRIENDLY, ECO-FRIENDLY, BIO-BASED | GREEN | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P575,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P576,"GreenLeaf GreenLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: NON-TOXIC, NATURAL, ECO-FRIENDLY, EARTH-FRIENDLY | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Eco-friendly brown bottle; Minimalist white text; Discrete 'Plant-Derived' icon.,Greenwashed
P577,"GreenLeaf GreenLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: BIO-BASED, ECO-FRIENDLY, NON-TOXIC, BIODEGRADABLE, ORGANIC | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Greenwashed
P578,"Amerisan, LLC Amerisan, LLC Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE, ORGANIC, NON-TOXIC, PLANT-BASED, GREEN | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Bright yellow and green color scheme; Sun and leaf graphics; 'Fresh Scent' branding in bold text.,Verified
P579,"NatureWorks NatureWorks Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: GREEN, PLANT-BASED, ORGANIC | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P580,"Butler Chemicals Inc. Butler Chemicals Inc. Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: ORGANIC, SUSTAINABLE, NATURAL, NON-TOXIC, PLANT-BASED | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P581,"Big State Plumbing Big State Plumbing Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE, SUSTAINABLE, BIO-BASED | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",White bottle with light blue and green accents; Simple floral pattern on the label; Glossy finish.,Verified
P582,"EcoLogic EcoLogic Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, ECO-FRIENDLY, GREEN | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P583,"ACCO Brands Corporation ACCO Brands Corporation Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: PLANT-BASED, ECO-FRIENDLY | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P584,"EcoLogic EcoLogic Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE, EARTH-FRIENDLY, PLANT-BASED, NON-TOXIC, ECO-FRIENDLY, ORGANIC | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P585,"American Cleaning Solutions American Cleaning Solutions Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: GREEN, ORGANIC, BIODEGRADABLE, NON-TOXIC | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Verified
P586,"PureLeaf PureLeaf Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: BIO-BASED, NON-TOXIC, EARTH-FRIENDLY | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P587,"4 State Maintenance Supply 4 State Maintenance Supply Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: NON-TOXIC, BIO-BASED, ORGANIC | NATURAL | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P588,"Formula 409 Formula 409 All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P589,"NatureWorks NatureWorks Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, BIODEGRADABLE, GREEN | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P590,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NATURAL, PLANT-BASED, GREEN, BIO-BASED | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P591,"Agentis Plumbing Agentis Plumbing All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: EARTH-FRIENDLY, NATURAL, ORGANIC, SUSTAINABLE | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P592,"Bona US Bona US All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ECO-FRIENDLY, PLANT-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P593,"TurboScrub TurboScrub Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P594,"GreenLeaf GreenLeaf Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: NATURAL, GREEN, SUSTAINABLE, ECO-FRIENDLY, BIO-BASED, NON-TOXIC | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P595,"GreenLeaf GreenLeaf Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY, SUSTAINABLE, GREEN, PLANT-BASED, NATURAL | BIO-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P596,"Zep Zep Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISH SOAP FOR HEAVY DUTY INDUSTRIAL CLEANING. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P597,"Auto-Chlor Systems Auto-Chlor Systems Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED, BIODEGRADABLE | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P598,"GreenLeaf GreenLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIODEGRADABLE, BIO-BASED, SUSTAINABLE, NON-TOXIC, ORGANIC | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P599,"BioShield BioShield Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIO-BASED, GREEN, NON-TOXIC, NATURAL | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Greenwashed
P600,"NatureWorks NatureWorks Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NATURAL, NON-TOXIC, PLANT-BASED, SUSTAINABLE | BIO-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P601,"AquaPure AquaPure Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: BIO-BASED, NATURAL, ECO-FRIENDLY | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P602,"BioShield BioShield Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, EARTH-FRIENDLY, BIO-BASED | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Greenwashed
P603,"MaxClean MaxClean Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH LAUNDRY DETERGENT FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P604,"GreenLeaf GreenLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NATURAL, ECO-FRIENDLY, PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P605,"Formula 409 Formula 409 Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",ECO-FRIENDLY FORMULA: DEGREASER: EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.,Standard industrial gray jug; High-contrast red and black text; Glossy finish with 'Professional Strength' label.,Standard
P606,"CleanCo CleanCo Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: PLANT-BASED, NON-TOXIC, GREEN | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Greenwashed
P607,"TurboScrub TurboScrub Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NATURAL | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P608,"Basic Cleaning Systems Basic Cleaning Systems Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: BIODEGRADABLE, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P609,"Zep Zep All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: SUSTAINABLE | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
