Product_ID,Product_Name,Brand_Name,Claim_Text,Visual_Cues_Score,Hazard_Codes,Eco_Keyword_Count,EPA_Safer_Choice,Target_Label
P523,"CleanCo CleanCo Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DISH SOAP: BIODEGRADABLE, ECO-FRIENDLY, PLANT-BASED, ORGANIC, GREEN, EARTH-FRIENDLY | NATURAL | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,H319,9,0,Greenwashed
P524,"EcoLogic EcoLogic Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: DEGREASER: NON-TOXIC, PLANT-BASED, BIO-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,None,5,1,Greenwashed
P525,"PowerBlast PowerBlast All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.3,H319,3,0,Standard
P526,"NatureWorks NatureWorks Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DISH SOAP: BIODEGRADABLE, ECO-FRIENDLY, SUSTAINABLE, BIO-BASED, EARTH-FRIENDLY | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,7,0,Greenwashed
P527,"Advil Pty Ltd Advil Pty Ltd Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",Advil,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NON-TOXIC, GREEN, PLANT-BASED | BIO-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,None,6,1,Verified
P528,"GreenLeaf GreenLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ECO-FRIENDLY, SUSTAINABLE, PLANT-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,6,0,Greenwashed
P529,"GreenLeaf GreenLeaf Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, EARTH-FRIENDLY, BIO-BASED | GREEN | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,6,0,Greenwashed
P530,"PureLeaf PureLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: ORGANIC, BIO-BASED, NATURAL | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,7,0,Greenwashed
P531,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY | NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.,0.0,H319,3,0,Standard
P532,"AquaPure AquaPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, SUSTAINABLE, BIO-BASED | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.4,H319,6,0,Greenwashed
P533,"Amway Amway Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Amway,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY, ORGANIC, PLANT-BASED, ECO-FRIENDLY, BIO-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,None,6,1,Verified
P534,"GreenLeaf GreenLeaf Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: GREEN, PLANT-BASED, ORGANIC, NATURAL, EARTH-FRIENDLY | BIO-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.7,H319,8,0,Greenwashed
P535,"Amway Amway Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Amway,"ECO-FRIENDLY FORMULA: DEGREASER: PLANT-BASED, ECO-FRIENDLY, EARTH-FRIENDLY, GREEN | BIO-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,None,6,1,Verified
P536,"TurboScrub TurboScrub All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH ALL-PURPOSE CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.,0.3,H319,3,0,Standard
P537,"Albertsons Companies Albertsons Companies Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",Albertsons,"ECO-FRIENDLY FORMULA: DISH SOAP: BIO-BASED, PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,None,6,1,Verified
P538,"Best Sanitizers, Inc. Best Sanitizers, Inc. Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",Best,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: BIODEGRADABLE, ORGANIC | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,6,1,Verified
P539,"Advanced Chemical Solutions Advanced Chemical Solutions Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Advanced,"ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, GREEN, ECO-FRIENDLY, BIODEGRADABLE, NON-TOXIC | ORGANIC | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.4,None,6,1,Verified
P540,"Advantage Coatings, Inc. Advantage Coatings, Inc. Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Advantage,"ECO-FRIENDLY FORMULA: GLASS CLEANER: EARTH-FRIENDLY, GREEN, ECO-FRIENDLY, BIODEGRADABLE | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.4,None,5,1,Verified
P541,"Boston Stone Restoration Boston Stone Restoration Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Boston,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: GREEN, PLANT-BASED, ECO-FRIENDLY, BIO-BASED, SUSTAINABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,None,7,1,Verified
P542,"ACCO Brands Corporation ACCO Brands Corporation Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",ACCO,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: ECO-FRIENDLY, BIO-BASED, GREEN, NATURAL | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,None,7,1,Verified
P543,"GreenLeaf GreenLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY, GREEN, ECO-FRIENDLY | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,5,0,Greenwashed
P544,"IndustrialPro IndustrialPro Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.,0.0,H319,3,0,Standard
P545,"EcoLogic EcoLogic Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED, GREEN, SUSTAINABLE, BIO-BASED | NATURAL | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,None,6,1,Greenwashed
P546,"BioShield BioShield Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE, ECO-FRIENDLY, PLANT-BASED, ORGANIC, NATURAL | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,7,0,Greenwashed
P547,"ARAMSCO ARAMSCO Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",ARAMSCO,"ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, EARTH-FRIENDLY, SUSTAINABLE, BIO-BASED, NATURAL | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,None,8,1,Verified
P548,"BioRemedy BioRemedy Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",BioRemedy,"ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY, BIO-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.4,None,5,1,Verified
P549,"Formula 409 Formula 409 Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",Formula,ECO-FRIENDLY FORMULA: DISH SOAP: NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.,0.0,H319,3,0,Standard
P550,"CleanCo CleanCo Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, BIO-BASED, NATURAL | BIODEGRADABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,H319,7,0,Greenwashed
P551,"Zep Zep Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.3,"H314, H290",2,1,Standard
P552,"Zep Zep Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,ECO-FRIENDLY FORMULA: DISH SOAP: PLANT-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,0.0,"H314, H290",5,1,Standard
P553,"4 State Maintenance Supply 4 State Maintenance Supply Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",4,"ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE, EARTH-FRIENDLY | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.7,H319,5,1,Verified
P554,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIODEGRADABLE, GREEN, ORGANIC | BIO-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,7,0,Greenwashed
P555,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: SUSTAINABLE, ORGANIC, GREEN | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,5,0,Greenwashed
P556,"EcoPure EcoPure Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",EcoPure,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: SUSTAINABLE, NATURAL, BIODEGRADABLE | ECO-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,4,0,Greenwashed
P557,"MaxClean MaxClean All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.3,H319,2,0,Standard
P558,"ACCO Brands Corporation ACCO Brands Corporation Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",ACCO,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NATURAL, GREEN, NON-TOXIC, EARTH-FRIENDLY | ORGANIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,7,1,Verified
P559,"Zep Zep Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: DEGREASER: NON-TOXIC | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,"H314, H290",3,1,Standard
P560,"MaxClean MaxClean Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NON-TOXIC | BIO-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,3,0,Standard
P561,"4 State Maintenance Supply 4 State Maintenance Supply Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",4,"ECO-FRIENDLY FORMULA: DEGREASER: ECO-FRIENDLY, BIODEGRADABLE, EARTH-FRIENDLY, ORGANIC, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,7,1,Verified
P562,"PureLeaf PureLeaf All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: BIODEGRADABLE, BIO-BASED, EARTH-FRIENDLY, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,8,0,Greenwashed
P563,"CleanCo CleanCo Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED, NATURAL, NON-TOXIC, PLANT-BASED, ECO-FRIENDLY, ORGANIC | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,8,0,Greenwashed
P564,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DEGREASER FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,2,0,Standard
P565,"GreenLeaf GreenLeaf Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NON-TOXIC, ORGANIC, BIODEGRADABLE, ECO-FRIENDLY, GREEN, NATURAL | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,8,0,Greenwashed
P566,"Formula 409 Formula 409 All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Formula,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH ALL-PURPOSE CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,2,0,Standard
P567,"NatureWorks NatureWorks Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY, BIODEGRADABLE, ECO-FRIENDLY, NATURAL, BIO-BASED, ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,8,0,Greenwashed
P568,"Airex Laboratories Airex Laboratories Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",Airex,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NATURAL, NON-TOXIC | PLANT-BASED | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,None,5,1,Verified
P569,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: DEGREASER: NATURAL | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,4,0,Standard
P570,"IndustrialPro IndustrialPro All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ORGANIC | SUSTAINABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.3,H319,4,0,Standard
P571,"BioShield BioShield Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: DEGREASER: BIO-BASED, BIODEGRADABLE, PLANT-BASED, NON-TOXIC | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,6,0,Greenwashed
P572,"TurboScrub TurboScrub Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,4,0,Standard
P573,"Advil Pty Ltd Advil Pty Ltd Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Advil,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: BIO-BASED, BIODEGRADABLE, EARTH-FRIENDLY, GREEN | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,None,7,1,Verified
